"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10221050, SEN S/N: 10200857)","Current, mA (LGR S/N: 10221050, SEN S/N: 10200857)","Temp, °C (LGR S/N: 10221050, SEN S/N: 10213636)","RH, % (LGR S/N: 10221050, SEN S/N: 10213636)","DewPt, °C (LGR S/N: 10221050, SEN S/N: 10213636)","Temp, °C (LGR S/N: 10221050, SEN S/N: 10365531, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10221050, SEN S/N: 10365588, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10221050, SEN S/N: 10374515)","Wetness, % (LGR S/N: 10221050, SEN S/N: 10374901)","Solar Radiation, W/m² (LGR S/N: 10221050, SEN S/N: 10375649)"
47,2015-02-13 17:10:00,-0.1988,0.0000,23.304,22.400,0.7,24.750,24.219,0.0632,0.00,3.1
48,2015-02-13 17:15:00,-0.2039,0.0000,23.208,22.300,0.5,24.605,24.098,0.0632,0.00,1.9
49,2015-02-13 17:20:00,-0.1988,0.0000,23.040,22.900,0.7,24.412,23.954,0.0628,0.00,1.9
50,2015-02-13 17:25:00,-0.1988,0.0000,22.944,22.800,0.6,24.267,23.857,0.0628,0.00,0.6
51,2015-02-13 17:30:00,-0.1988,0.0000,22.848,23.000,0.6,24.098,23.737,0.0632,0.00,0.6
52,2015-02-13 17:35:00,-0.1988,0.0000,22.848,22.900,0.6,23.930,23.593,0.0628,0.00,0.6
53,2015-02-13 17:40:00,-0.1988,0.0000,22.753,22.800,0.4,23.785,23.497,0.0628,0.00,0.6
54,2015-02-13 17:45:00,-0.1988,0.0000,22.681,23.000,0.5,23.641,23.376,0.0628,0.00,0.6
55,2015-02-13 17:50:00,-0.1988,0.0000,23.040,23.000,0.8,23.497,23.232,0.0621,0.00,0.6
56,2015-02-13 17:55:00,-0.1988,0.0000,23.040,23.300,1.0,23.352,23.112,0.0621,0.00,0.6
57,2015-02-13 18:00:00,-0.1988,0.0000,22.681,23.800,1.0,23.256,23.016,0.0621,0.00,0.6
58,2015-02-13 18:05:00,-0.1988,0.0000,22.585,24.000,1.0,23.160,22.920,0.0621,0.00,0.6
59,2015-02-13 18:10:00,-0.1988,0.0000,22.250,24.700,1.1,23.040,22.824,0.0621,0.00,0.6
60,2015-02-13 18:15:00,-0.1988,0.0000,22.034,25.000,1.1,22.944,22.753,0.0614,0.00,0.6
61,2015-02-13 18:20:00,-0.1988,0.0000,21.557,25.800,1.1,22.824,22.681,0.0614,0.00,0.6
62,2015-02-13 18:25:00,-0.1988,0.0000,21.437,25.900,1.1,22.729,22.585,0.0614,0.00,0.6
63,2015-02-13 18:30:00,-0.1988,0.0000,21.581,25.300,0.9,22.609,22.489,0.0607,0.00,0.6
64,2015-02-13 18:35:00,-0.1988,0.0000,21.915,24.700,0.8,22.513,22.417,0.0607,0.00,0.6
65,2015-02-13 18:40:00,-0.1988,0.0000,21.748,24.600,0.6,22.417,22.345,0.0607,0.00,0.6
66,2015-02-13 18:45:00,-0.1988,0.0000,21.915,23.900,0.4,22.321,22.250,0.0607,0.00,0.6
67,2015-02-13 18:50:00,-0.1988,0.0000,22.178,23.500,0.4,22.250,22.178,0.0607,0.00,0.6
68,2015-02-13 18:55:00,-0.1988,0.0000,21.748,24.300,0.5,22.178,22.130,0.0607,0.00,0.6
69,2015-02-13 19:00:00,-0.1988,0.0000,21.557,24.600,0.5,22.082,22.034,0.0607,0.00,0.6
70,2015-02-13 19:05:00,-0.1988,0.0000,21.772,23.700,0.2,22.011,21.963,0.0607,0.00,0.6
71,2015-02-13 19:10:00,-0.1988,0.0000,22.250,22.800,0.0,21.963,21.915,0.0607,0.00,0.6
72,2015-02-13 19:15:00,-0.1988,0.0000,22.441,22.200,-0.2,21.891,21.867,0.0607,0.00,0.6
73,2015-02-13 19:20:00,-0.1988,0.0000,22.681,21.800,-0.2,21.843,21.843,0.0599,0.00,0.6
74,2015-02-13 19:25:00,-0.1988,0.0000,22.321,22.100,-0.3,21.795,21.795,0.0599,0.00,0.6
75,2015-02-13 19:30:00,-0.1988,0.0000,21.652,22.600,-0.6,21.724,21.724,0.0599,0.00,0.6
76,2015-02-13 19:35:00,-0.1988,0.0000,22.202,21.300,-1.0,21.652,21.652,0.0599,0.00,0.6
77,2015-02-13 19:40:00,-0.1988,0.0000,21.079,24.900,0.3,21.581,21.581,0.0599,0.00,0.6
78,2015-02-13 19:45:00,-0.1988,0.0000,20.841,23.800,-0.6,21.485,21.533,0.0599,0.00,0.6
79,2015-02-13 19:50:00,-0.1988,0.0000,20.507,25.200,-0.1,21.390,21.413,0.0596,0.00,0.6
80,2015-02-13 19:55:00,-0.1988,0.0000,20.936,25.000,0.2,21.318,21.366,0.0596,0.00,0.6
81,2015-02-13 20:00:00,-0.1988,0.0000,20.531,26.500,0.6,21.246,21.294,0.0599,0.00,0.6
82,2015-02-13 20:05:00,-0.1988,0.0000,20.317,27.000,0.7,21.151,21.199,0.0596,0.00,0.6
83,2015-02-13 20:10:00,-0.1988,0.0000,20.365,27.100,0.8,21.079,21.127,0.0596,0.00,0.6
84,2015-02-13 20:15:00,-0.1988,0.0000,20.627,26.500,0.7,21.008,21.056,0.0596,0.00,0.6
85,2015-02-13 20:20:00,-0.1988,0.0000,20.793,26.400,0.8,20.960,21.008,0.0596,0.00,0.6
86,2015-02-13 20:25:00,-0.1988,0.0000,20.865,26.400,0.9,20.913,20.984,0.0596,0.00,0.6
87,2015-02-13 20:30:00,-0.1988,0.0000,20.365,27.200,0.9,20.865,20.936,0.0596,0.00,0.6
88,2015-02-13 20:35:00,-0.1988,0.0000,20.388,27.000,0.8,20.817,20.889,0.0588,0.00,0.6
89,2015-02-13 20:40:00,-0.1988,0.0000,20.174,27.700,1.0,20.770,20.865,0.0588,0.00,0.6
90,2015-02-13 20:45:00,-0.1988,0.0000,19.888,28.000,0.9,20.698,20.817,0.0596,0.00,0.6
91,2015-02-13 20:50:00,-0.1988,0.0000,20.126,27.600,0.9,20.627,20.770,0.0588,0.00,0.6
92,2015-02-13 20:55:00,-0.1988,0.0000,20.293,27.600,1.0,20.579,20.698,0.0588,0.00,0.6
93,2015-02-13 21:00:00,-0.1988,0.0000,20.246,27.600,1.0,20.531,20.674,0.0588,0.00,0.6
94,2015-02-13 21:05:00,-0.1988,0.0000,20.055,27.600,0.8,20.484,20.627,0.0588,0.00,0.6
95,2015-02-13 21:10:00,-0.1988,0.0000,20.365,27.100,0.8,20.436,20.603,0.0588,0.00,0.6
96,2015-02-13 21:15:00,-0.1988,0.0000,20.698,26.500,0.8,20.412,20.555,0.0588,0.00,0.6
97,2015-02-13 21:20:00,-0.1988,0.0000,20.603,26.300,0.6,20.365,20.531,0.0588,0.00,0.6
98,2015-02-13 21:25:00,-0.1988,0.0000,20.531,26.300,0.5,20.317,20.507,0.0588,0.00,0.6
99,2015-02-13 21:30:00,-0.1988,0.0000,19.841,27.700,0.7,20.269,20.436,0.0588,0.00,0.6
100,2015-02-13 21:35:00,-0.1988,0.0000,19.436,28.600,0.8,20.198,20.365,0.0588,0.00,0.6
101,2015-02-13 21:40:00,-0.1988,0.0000,19.841,27.800,0.7,20.150,20.293,0.0588,0.00,0.6
102,2015-02-13 21:45:00,-0.1988,0.0000,20.269,26.800,0.6,20.103,20.269,0.0588,0.00,0.6
103,2015-02-13 21:50:00,-0.1988,0.0000,20.436,26.400,0.5,20.055,20.246,0.0581,0.00,0.6
104,2015-02-13 21:55:00,-0.1988,0.0000,20.960,25.400,0.4,20.031,20.222,0.0581,0.00,0.6
105,2015-02-13 22:00:00,-0.1988,0.0000,21.223,25.000,0.4,20.031,20.222,0.0581,0.00,0.6
106,2015-02-13 22:05:00,-0.1988,0.0000,21.318,24.700,0.3,20.007,20.198,0.0581,0.00,0.6
107,2015-02-13 22:10:00,-0.1988,0.0000,21.437,24.600,0.4,20.007,20.150,0.0581,0.00,0.6
108,2015-02-13 22:15:00,-0.1988,0.0000,21.151,24.700,0.2,19.984,20.126,0.0581,0.00,0.6
109,2015-02-13 22:20:00,-0.1988,0.0000,20.746,25.100,0.1,19.960,20.103,0.0581,0.00,0.6
110,2015-02-13 22:25:00,-0.1988,0.0000,20.269,25.700,-0.0,19.912,20.079,0.0581,0.00,0.6
111,2015-02-13 22:30:00,-0.1988,0.0000,19.389,27.500,0.2,19.841,20.007,0.0581,0.00,0.6
112,2015-02-13 22:35:00,-0.1988,0.0000,19.151,29.400,0.9,19.770,19.936,0.0581,0.00,0.6
113,2015-02-13 22:40:00,-0.1988,0.0000,18.557,30.900,1.1,19.698,19.888,0.0574,0.00,0.6
114,2015-02-13 22:45:00,-0.1988,0.0000,18.057,31.500,0.9,19.627,19.817,0.0574,0.00,0.6
115,2015-02-13 22:50:00,-0.1988,0.0000,18.699,30.100,0.8,19.532,19.746,0.0574,0.00,0.6
116,2015-02-13 22:55:00,-0.1988,0.0000,19.579,28.300,0.7,19.484,19.722,0.0574,0.00,0.6
117,2015-02-13 23:00:00,-0.1988,0.0000,19.674,28.500,0.9,19.460,19.698,0.0574,0.00,0.6
118,2015-02-13 23:05:00,-0.1988,0.0000,19.056,29.600,0.9,19.413,19.651,0.0574,0.00,0.6
119,2015-02-13 23:10:00,-0.1988,0.0000,18.533,30.200,0.7,19.365,19.603,0.0574,0.00,0.6
120,2015-02-13 23:15:00,-0.1988,0.0000,18.913,29.400,0.7,19.318,19.555,0.0574,0.00,0.6
121,2015-02-13 23:20:00,-0.1988,0.0000,19.056,29.300,0.8,19.270,19.532,0.0574,0.00,0.6
122,2015-02-13 23:25:00,-0.1988,0.0000,19.008,29.100,0.6,19.246,19.484,0.0574,0.00,0.6
123,2015-02-13 23:30:00,-0.1988,0.0000,19.080,29.400,0.8,19.199,19.460,0.0574,0.00,0.6
124,2015-02-13 23:35:00,-0.1988,0.0000,19.246,29.100,0.8,19.175,19.436,0.0574,0.00,0.6
125,2015-02-13 23:40:00,-0.1988,0.0000,19.532,28.400,0.7,19.151,19.413,0.0574,0.00,0.6
126,2015-02-13 23:45:00,-0.1988,0.0000,19.746,27.500,0.5,19.127,19.389,0.0574,0.00,0.6
127,2015-02-13 23:50:00,-0.1988,0.0000,20.079,27.000,0.5,19.127,19.365,0.0574,0.00,0.6
128,2015-02-13 23:55:00,-0.1988,0.0000,20.388,26.200,0.4,19.151,19.365,0.0574,0.00,0.6
129,2015-02-14 00:00:00,-0.1988,0.0000,20.936,25.200,0.3,19.175,19.365,0.0574,0.00,0.6
130,2015-02-14 00:05:00,-0.1988,0.0000,20.698,25.500,0.3,19.222,19.389,0.0574,0.00,0.6
131,2015-02-14 00:10:00,-0.1988,0.0000,20.889,25.000,0.1,19.246,19.389,0.0574,0.00,0.6
132,2015-02-14 00:15:00,-0.1988,0.0000,20.817,25.000,0.1,19.270,19.413,0.0574,0.00,0.6
133,2015-02-14 00:20:00,-0.1988,0.0000,21.127,24.300,-0.0,19.270,19.413,0.0574,0.00,0.6
134,2015-02-14 00:25:00,-0.1988,0.0000,21.175,24.200,-0.1,19.294,19.413,0.0574,0.00,0.6
135,2015-02-14 00:30:00,-0.1988,0.0000,21.008,24.300,-0.1,19.318,19.413,0.0570,0.00,0.6
136,2015-02-14 00:35:00,-0.1988,0.0000,21.008,24.600,0.0,19.318,19.413,0.0574,0.00,0.6
137,2015-02-14 00:40:00,-0.1988,0.0000,20.889,24.500,-0.1,19.318,19.413,0.0574,0.00,0.6
138,2015-02-14 00:45:00,-0.1988,0.0000,21.032,24.100,-0.2,19.294,19.389,0.0574,0.00,0.6
139,2015-02-14 00:50:00,-0.1988,0.0000,21.270,23.700,-0.3,19.294,19.389,0.0574,0.00,0.6
140,2015-02-14 00:55:00,-0.1988,0.0000,21.413,23.600,-0.2,19.318,19.389,0.0574,0.00,0.6
141,2015-02-14 01:00:00,-0.1988,0.0000,20.936,23.700,-0.5,19.294,19.389,0.0574,0.00,0.6
142,2015-02-14 01:05:00,-0.1988,0.0000,21.318,23.300,-0.5,19.294,19.365,0.0574,0.00,0.6
143,2015-02-14 01:10:00,-0.1988,0.0000,21.270,23.400,-0.4,19.294,19.365,0.0574,0.00,0.6
144,2015-02-14 01:15:00,-0.1988,0.0000,20.793,24.100,-0.4,19.246,19.341,0.0574,0.00,0.6
145,2015-02-14 01:20:00,-0.1988,0.0000,20.603,24.100,-0.6,19.222,19.341,0.0570,0.00,0.6
146,2015-02-14 01:25:00,-0.1988,0.0000,19.865,25.800,-0.3,19.175,19.294,0.0570,0.00,0.6
147,2015-02-14 01:30:00,-0.1988,0.0000,19.199,27.500,0.0,19.127,19.222,0.0570,0.00,0.6
148,2015-02-14 01:35:00,-0.1988,0.0000,18.628,28.700,0.1,19.032,19.151,0.0570,0.00,0.6
149,2015-02-14 01:40:00,-0.1988,0.0000,18.271,29.200,0.0,18.937,19.056,0.0570,0.00,0.6
150,2015-02-14 01:45:00,-0.1988,0.0000,18.343,29.300,0.2,18.842,19.008,0.0570,0.00,0.6
151,2015-02-14 01:50:00,-0.1988,0.0000,18.485,28.800,0.0,18.771,18.937,0.0570,0.00,0.6
152,2015-02-14 01:55:00,-0.1988,0.0000,18.628,28.600,0.1,18.699,18.913,0.0570,0.00,0.6
153,2015-02-14 02:00:00,-0.1988,0.0000,18.652,28.600,0.1,18.628,18.866,0.0562,0.00,0.6
154,2015-02-14 02:05:00,-0.1988,0.0000,18.438,28.800,-0.0,18.580,18.842,0.0562,0.00,0.6
155,2015-02-14 02:10:00,-0.1988,0.0000,18.390,28.800,-0.0,18.533,18.794,0.0570,0.00,0.6
156,2015-02-14 02:15:00,-0.1988,0.0000,18.390,28.900,0.0,18.485,18.771,0.0570,0.00,0.6
157,2015-02-14 02:20:00,-0.1988,0.0000,18.580,28.600,0.0,18.438,18.723,0.0562,0.00,0.6
158,2015-02-14 02:25:00,-0.1988,0.0000,18.628,28.400,-0.0,18.390,18.699,0.0562,0.00,0.6
159,2015-02-14 02:30:00,-0.1988,0.0000,18.747,28.200,-0.0,18.343,18.675,0.0562,0.00,0.6
160,2015-02-14 02:35:00,-0.1988,0.0000,18.818,28.200,0.0,18.319,18.628,0.0562,0.00,0.6
161,2015-02-14 02:40:00,-0.1988,0.0000,18.390,29.100,0.1,18.271,18.604,0.0562,0.00,0.6
162,2015-02-14 02:45:00,-0.1988,0.0000,18.200,29.300,0.0,18.247,18.580,0.0562,0.00,0.6
163,2015-02-14 02:50:00,-0.1988,0.0000,18.319,29.000,-0.0,18.200,18.533,0.0562,0.00,0.6
164,2015-02-14 02:55:00,-0.1988,0.0000,18.271,29.000,-0.0,18.176,18.509,0.0562,0.00,0.6
165,2015-02-14 03:00:00,-0.1988,0.0000,18.390,28.600,-0.1,18.129,18.485,0.0562,0.00,0.6
166,2015-02-14 03:05:00,-0.1988,0.0000,18.699,27.800,-0.3,18.105,18.485,0.0562,0.00,0.6
167,2015-02-14 03:10:00,-0.1988,0.0000,19.127,27.200,-0.2,18.105,18.461,0.0562,0.00,0.6
168,2015-02-14 03:15:00,-0.1988,0.0000,19.246,26.600,-0.4,18.105,18.461,0.0562,0.00,0.6
169,2015-02-14 03:20:00,-0.1988,0.0000,19.199,26.800,-0.3,18.105,18.438,0.0562,0.00,0.6
170,2015-02-14 03:25:00,-0.1988,0.0000,19.318,26.400,-0.4,18.105,18.438,0.0562,0.00,0.6
171,2015-02-14 03:30:00,-0.1988,0.0000,19.508,26.100,-0.4,18.081,18.414,0.0562,0.00,0.6
172,2015-02-14 03:35:00,-0.1988,0.0000,19.294,26.400,-0.5,18.152,18.485,0.0562,0.00,0.6
173,2015-02-14 03:40:00,-0.1988,0.0000,19.389,26.300,-0.4,18.057,18.390,0.0562,0.00,0.6
174,2015-02-14 03:45:00,-0.1988,0.0000,19.460,26.200,-0.4,17.938,18.343,0.0562,0.00,0.6
175,2015-02-14 03:50:00,-0.1988,0.0000,19.532,25.900,-0.5,17.796,18.295,0.0562,0.00,0.6
176,2015-02-14 03:55:00,-0.1988,0.0000,19.579,25.800,-0.5,17.701,18.247,0.0562,0.00,0.6
177,2015-02-14 04:00:00,-0.1988,0.0000,19.627,25.600,-0.6,17.605,18.200,0.0555,0.00,0.6
178,2015-02-14 04:05:00,-0.1988,0.0000,19.865,25.100,-0.7,17.534,18.152,0.0562,0.00,0.6
179,2015-02-14 04:10:00,-0.1988,0.0000,19.222,26.200,-0.6,17.510,18.129,0.0555,0.00,0.6
180,2015-02-14 04:15:00,-0.1988,0.0000,18.794,26.800,-0.7,17.463,18.105,0.0555,0.00,0.6
181,2015-02-14 04:20:00,-0.1988,0.0000,19.460,25.800,-0.6,17.415,18.033,0.0555,0.00,0.6
182,2015-02-14 04:25:00,-0.1988,0.0000,19.579,25.400,-0.7,17.391,18.010,0.0555,0.00,0.6
183,2015-02-14 04:30:00,-0.1988,0.0000,19.175,25.900,-0.8,17.368,18.010,0.0555,0.00,0.6
184,2015-02-14 04:35:00,-0.1988,0.0000,18.937,26.800,-0.6,17.368,18.010,0.0555,0.00,0.6
185,2015-02-14 04:40:00,-0.1988,0.0000,18.438,27.100,-0.8,17.344,17.962,0.0555,0.00,0.6
186,2015-02-14 04:45:00,-0.1988,0.0000,18.723,26.500,-0.9,17.344,17.938,0.0555,0.00,0.6
187,2015-02-14 04:50:00,-0.1988,0.0000,17.724,29.700,-0.2,17.320,17.915,0.0555,0.00,0.6
188,2015-02-14 04:55:00,-0.1988,0.0000,16.773,31.400,-0.3,17.272,17.843,0.0555,0.00,0.6
189,2015-02-14 05:00:00,-0.1988,0.0000,16.392,31.600,-0.5,17.177,17.772,0.0555,0.00,0.6
190,2015-02-14 05:05:00,-0.1988,0.0000,17.034,30.200,-0.6,17.106,17.724,0.0555,0.00,0.6
191,2015-02-14 05:10:00,-0.1988,0.0000,17.201,29.600,-0.7,17.082,17.677,0.0555,0.00,0.6
192,2015-02-14 05:15:00,-0.1988,0.0000,17.534,28.800,-0.8,17.058,17.653,0.0555,0.00,0.6
193,2015-02-14 05:20:00,-0.1988,0.0000,17.463,28.700,-0.9,17.034,17.629,0.0547,0.00,0.6
194,2015-02-14 05:25:00,-0.1988,0.0000,17.344,29.300,-0.7,17.034,17.629,0.0555,0.00,0.6
195,2015-02-14 05:30:00,-0.1988,0.0000,17.249,29.800,-0.6,17.011,17.582,0.0547,0.00,0.6
196,2015-02-14 05:35:00,-0.1988,0.0000,16.987,30.200,-0.6,16.987,17.582,0.0547,0.00,0.6
197,2015-02-14 05:40:00,-0.1988,0.0000,16.773,30.200,-0.8,16.963,17.558,0.0547,0.00,0.6
198,2015-02-14 05:45:00,-0.1988,0.0000,16.939,29.800,-0.8,16.915,17.510,0.0547,0.00,0.6
199,2015-02-14 05:50:00,-0.1988,0.0000,16.677,30.400,-0.8,16.892,17.486,0.0547,0.00,0.6
200,2015-02-14 05:55:00,-0.1988,0.0000,16.201,31.300,-0.8,16.844,17.439,0.0547,0.00,0.6
201,2015-02-14 06:00:00,-0.1988,0.0000,16.129,31.900,-0.6,16.773,17.368,0.0547,0.00,0.6
202,2015-02-14 06:05:00,-0.1988,0.0000,16.725,31.100,-0.4,16.725,17.344,0.0547,0.00,0.6
203,2015-02-14 06:10:00,-0.1988,0.0000,17.082,30.400,-0.4,16.725,17.320,0.0547,0.00,0.6
204,2015-02-14 06:15:00,-0.1988,0.0000,17.153,30.200,-0.5,16.701,17.296,0.0547,0.00,0.6
205,2015-02-14 06:20:00,-0.1988,0.0000,17.177,30.200,-0.4,16.701,17.272,0.0547,0.00,0.6
206,2015-02-14 06:25:00,-0.1988,0.0000,17.034,30.400,-0.5,16.677,17.249,0.0547,0.00,0.6
207,2015-02-14 06:30:00,-0.1988,0.0000,16.892,30.800,-0.4,16.677,17.249,0.0547,0.00,0.6
208,2015-02-14 06:35:00,-0.1988,0.0000,16.511,31.200,-0.6,16.654,17.249,0.0547,0.00,0.6
209,2015-02-14 06:40:00,-0.1988,0.0000,16.511,31.500,-0.4,16.654,17.225,0.0547,0.00,0.6
210,2015-02-14 06:45:00,-0.1988,0.0000,16.249,32.000,-0.5,16.630,17.225,0.0547,0.00,3.1
211,2015-02-14 06:50:00,-0.1988,0.0000,15.438,35.100,0.1,16.606,17.177,0.0544,0.00,18.1
212,2015-02-14 06:55:00,-0.1988,0.0000,14.984,36.300,0.2,16.606,17.201,0.0547,0.00,25.6
213,2015-02-14 07:00:00,-0.1988,0.0000,15.318,35.600,0.2,16.915,17.391,0.0547,0.00,30.6
214,2015-02-14 07:05:00,-0.1988,0.0000,16.058,34.900,0.6,17.463,17.724,0.0547,0.00,34.4
215,2015-02-14 07:10:00,-0.1988,0.0000,16.368,33.900,0.4,18.057,18.105,0.0547,0.00,38.1
216,2015-02-14 07:15:00,-0.1988,0.0000,16.511,36.500,1.6,18.652,18.319,0.0555,0.00,41.9
217,2015-02-14 07:20:00,-0.1988,0.0000,16.344,37.300,1.8,18.937,18.509,0.0555,0.00,44.4
218,2015-02-14 07:25:00,-0.1988,0.0000,16.344,35.900,1.2,19.103,18.675,0.0555,0.00,46.9
219,2015-02-14 07:30:00,-0.1988,0.0000,16.701,37.600,2.2,19.436,18.961,0.0562,0.00,49.4
220,2015-02-14 07:35:00,-0.1988,0.0000,17.272,36.100,2.1,19.960,19.770,0.0570,0.00,50.6
221,2015-02-14 07:40:00,-0.1988,0.0000,17.130,36.100,2.0,20.865,20.579,0.0570,0.00,58.1
222,2015-02-14 07:45:00,-0.1988,0.0000,17.772,36.200,2.6,21.867,21.390,0.0574,0.00,53.1
223,2015-02-14 07:50:00,-0.1988,0.0000,17.938,35.500,2.5,22.896,22.154,0.0574,0.00,54.4
