"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10214687, SEN S/N: 10200132)","Voltage, V (LGR S/N: 10214687, SEN S/N: 10200843)","Current, mA (LGR S/N: 10214687, SEN S/N: 10200843)","Wetness, % (LGR S/N: 10214687, SEN S/N: 10205907)","Temp, °C (LGR S/N: 10214687, SEN S/N: 10213739, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10214687, SEN S/N: 10222768, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10214687, SEN S/N: 10222871)","Temp, °C (LGR S/N: 10214687, SEN S/N: 10359305)","RH, % (LGR S/N: 10214687, SEN S/N: 10359305)","DewPt, °C (LGR S/N: 10214687, SEN S/N: 10359305)","Batt, V (LGR S/N: 10214687)"
1011,2013-08-20 04:00:00,0.6,-0.2039,0.0000,1.18,24.002,23.641,0.0446,17.368,89.100,15.6,4.237
1012,2013-08-20 04:05:00,0.6,-0.2039,0.0000,1.76,24.002,23.617,0.0446,17.225,89.200,15.5,4.237
1013,2013-08-20 04:10:00,0.6,-0.2039,0.0000,1.18,24.002,23.617,0.0446,17.225,89.500,15.5,4.237
1014,2013-08-20 04:15:00,0.6,-0.2039,0.0000,1.18,23.978,23.593,0.0446,17.082,90.000,15.4,4.237
1015,2013-08-20 04:20:00,0.6,-0.2039,0.0000,1.18,23.954,23.593,0.0446,16.987,90.300,15.4,4.237
1016,2013-08-20 04:25:00,0.6,-0.2039,0.0000,1.18,23.954,23.569,0.0446,16.939,90.400,15.4,4.237
1017,2013-08-20 04:30:00,0.6,-0.2039,0.0000,1.18,23.930,23.545,0.0446,17.058,90.400,15.5,4.237
1018,2013-08-20 04:35:00,0.6,-0.2039,0.0000,1.18,23.905,23.521,0.0446,17.011,90.500,15.5,4.237
1019,2013-08-20 04:40:00,0.6,-0.2039,0.0000,1.18,23.905,23.521,0.0446,16.892,90.900,15.4,4.237
1020,2013-08-20 04:45:00,0.6,-0.2039,0.0000,1.18,23.881,23.497,0.0446,16.892,90.900,15.4,4.237
1021,2013-08-20 04:50:00,0.6,-0.2039,0.0000,1.76,23.857,23.497,0.0446,16.915,91.000,15.5,4.237
1022,2013-08-20 04:55:00,0.6,-0.2039,0.0000,1.76,23.857,23.472,0.0446,16.963,91.000,15.5,4.237
1023,2013-08-20 05:00:00,0.6,-0.2039,0.0000,1.76,23.833,23.448,0.0446,17.011,90.900,15.5,4.237
1024,2013-08-20 05:05:00,0.6,-0.2039,0.0000,1.76,23.809,23.424,0.0446,16.868,91.400,15.5,4.237
1025,2013-08-20 05:10:00,0.6,-0.2039,0.0000,1.76,23.809,23.424,0.0446,16.868,91.500,15.5,4.237
1026,2013-08-20 05:15:00,0.6,-0.2039,0.0000,1.76,23.785,23.400,0.0446,16.915,91.400,15.5,4.237
1027,2013-08-20 05:20:00,0.6,-0.2039,0.0000,1.76,23.761,23.400,0.0446,16.892,91.400,15.5,4.237
1028,2013-08-20 05:25:00,0.6,-0.2039,0.0000,1.76,23.761,23.376,0.0446,16.820,91.500,15.4,4.237
1029,2013-08-20 05:30:00,0.6,-0.2039,0.0000,1.76,23.761,23.376,0.0446,16.796,91.600,15.4,4.237
1030,2013-08-20 05:35:00,0.6,-0.2039,0.0000,1.76,23.737,23.352,0.0446,16.892,91.400,15.5,4.237
1031,2013-08-20 05:40:00,0.6,-0.2039,0.0000,1.76,23.713,23.352,0.0446,16.939,91.400,15.5,4.237
1032,2013-08-20 05:45:00,0.6,-0.2039,0.0000,1.76,23.713,23.328,0.0446,16.892,91.500,15.5,4.237
1033,2013-08-20 05:50:00,0.6,-0.2039,0.0000,1.76,23.689,23.328,0.0446,16.939,91.400,15.5,4.237
1034,2013-08-20 05:55:00,0.6,-0.2039,0.0000,1.76,23.689,23.304,0.0446,16.987,91.300,15.6,4.237
1035,2013-08-20 06:00:00,0.6,-0.2039,0.0000,1.76,23.665,23.280,0.0446,17.011,91.200,15.6,4.237
1036,2013-08-20 06:05:00,0.6,-0.2039,0.0000,1.76,23.665,23.280,0.0446,16.987,91.100,15.5,4.237
1037,2013-08-20 06:10:00,0.6,-0.2039,0.0000,1.76,23.641,23.280,0.0446,16.963,91.400,15.6,4.237
1038,2013-08-20 06:15:00,0.6,-0.2039,0.0000,1.76,23.617,23.256,0.0446,16.892,91.600,15.5,4.237
1039,2013-08-20 06:20:00,0.6,-0.2039,0.0000,1.18,23.617,23.232,0.0446,16.892,91.500,15.5,4.237
1040,2013-08-20 06:25:00,0.6,-0.2039,0.0000,1.18,23.617,23.232,0.0446,16.987,91.300,15.6,4.237
1041,2013-08-20 06:30:00,0.6,-0.2039,0.0000,1.18,23.593,23.232,0.0446,17.011,91.300,15.6,4.237
1042,2013-08-20 06:35:00,1.9,-0.2039,0.0000,1.18,23.593,23.208,0.0446,17.034,91.200,15.6,4.237
1043,2013-08-20 06:40:00,5.6,-0.2039,0.0000,1.18,23.569,23.208,0.0446,16.963,91.500,15.6,4.237
1044,2013-08-20 06:45:00,8.1,-0.2039,0.0000,1.18,23.569,23.184,0.0446,17.011,91.300,15.6,4.237
1045,2013-08-20 06:50:00,10.6,-0.2039,0.0000,1.18,23.545,23.184,0.0442,17.034,91.300,15.6,4.237
1046,2013-08-20 06:55:00,13.1,-0.2039,0.0000,1.76,23.545,23.160,0.0446,17.011,91.400,15.6,4.237
1047,2013-08-20 07:00:00,15.6,-0.2039,0.0000,1.18,23.521,23.160,0.0446,17.058,91.400,15.7,4.237
1048,2013-08-20 07:05:00,20.6,-0.2039,0.0000,1.18,23.521,23.136,0.0446,17.106,91.200,15.7,4.237
1049,2013-08-20 07:10:00,23.1,-0.2039,0.0000,1.18,23.521,23.136,0.0446,17.177,91.000,15.7,4.249
1050,2013-08-20 07:15:00,28.1,-0.2039,0.0000,1.18,23.497,23.136,0.0446,17.153,91.100,15.7,4.237
1051,2013-08-20 07:20:00,25.6,-0.2039,0.0000,1.18,23.497,23.136,0.0446,17.153,91.200,15.7,4.237
1052,2013-08-20 07:25:00,8.1,-0.2039,0.0000,1.18,23.472,23.112,0.0446,17.082,91.100,15.6,4.237
1053,2013-08-20 07:30:00,28.1,-0.2039,0.0000,1.18,23.472,23.112,0.0446,16.963,91.500,15.6,4.237
1054,2013-08-20 07:35:00,33.1,-0.2039,0.0000,1.18,23.472,23.112,0.0446,17.011,91.700,15.7,4.237
1055,2013-08-20 07:40:00,34.4,-0.2039,0.0000,1.18,23.472,23.112,0.0446,17.225,91.200,15.8,4.237
1056,2013-08-20 07:45:00,35.6,-0.2039,0.0000,1.18,23.472,23.112,0.0446,17.272,90.900,15.8,4.237
1057,2013-08-20 07:50:00,45.6,-0.2039,0.0000,1.18,23.472,23.112,0.0446,17.320,90.900,15.8,4.237
1058,2013-08-20 07:55:00,58.1,-0.2039,0.0000,1.18,23.424,23.088,0.0446,17.415,90.700,15.9,4.237
1059,2013-08-20 08:00:00,59.4,-0.2039,0.0000,1.76,23.424,23.088,0.0446,17.558,90.200,16.0,4.237
1060,2013-08-20 08:05:00,61.9,-0.2039,0.0000,1.76,23.424,23.088,0.0446,17.582,89.900,15.9,4.237
1061,2013-08-20 08:10:00,69.4,-0.2039,0.0000,1.18,23.424,23.088,0.0446,17.582,90.100,16.0,4.237
1062,2013-08-20 08:15:00,68.1,-0.2039,0.0000,1.18,23.424,23.088,0.0446,17.796,89.700,16.1,4.243
1063,2013-08-20 08:20:00,69.4,-0.2039,0.0000,1.18,23.424,23.112,0.0446,17.915,89.300,16.1,4.243
1064,2013-08-20 08:25:00,73.1,-0.2039,0.0000,1.18,23.424,23.112,0.0446,18.105,88.700,16.2,4.249
1065,2013-08-20 08:30:00,80.6,-0.2039,0.0000,1.76,23.424,23.112,0.0446,18.129,88.500,16.2,4.249
1066,2013-08-20 08:35:00,93.1,-0.2039,0.0000,1.18,23.424,23.136,0.0446,18.414,87.800,16.4,4.249
1067,2013-08-20 08:40:00,98.1,-0.2039,0.0000,1.76,23.448,23.136,0.0446,18.461,87.300,16.3,4.249
1068,2013-08-20 08:45:00,98.1,-0.2039,0.0000,1.18,23.472,23.160,0.0446,18.343,87.100,16.2,4.249
1069,2013-08-20 08:50:00,111.9,-0.2039,0.0000,1.76,23.472,23.160,0.0446,18.129,87.500,16.0,4.249
1070,2013-08-20 08:55:00,133.1,-0.2039,0.0000,1.76,23.472,23.184,0.0446,18.366,87.600,16.3,4.255
1071,2013-08-20 09:00:00,140.6,-0.2039,0.0000,1.76,23.497,23.208,0.0446,18.509,86.500,16.2,4.261
1072,2013-08-20 09:05:00,154.4,-0.2039,0.0000,1.76,23.497,23.232,0.0446,18.747,86.500,16.5,4.267
1073,2013-08-20 09:10:00,140.6,-0.2039,0.0000,1.18,23.521,23.232,0.0454,18.937,85.300,16.4,4.267
1074,2013-08-20 09:15:00,143.1,-0.2039,0.0000,1.76,23.521,23.280,0.0454,19.032,85.000,16.5,4.267
1075,2013-08-20 09:20:00,154.4,-0.2039,0.0000,1.76,23.545,23.304,0.0454,18.889,85.300,16.4,4.267
1076,2013-08-20 09:25:00,140.6,-0.2039,0.0000,1.18,23.569,23.328,0.0454,18.723,85.600,16.3,4.267
1077,2013-08-20 09:30:00,160.6,-0.2039,0.0000,1.18,23.593,23.352,0.0454,18.604,85.600,16.2,4.273
1078,2013-08-20 09:35:00,144.4,-0.2039,0.0000,1.76,23.617,23.376,0.0454,18.771,85.300,16.3,4.273
1079,2013-08-20 09:40:00,183.1,-0.2039,0.0000,1.76,23.617,23.400,0.0454,19.056,85.400,16.6,4.279
1080,2013-08-20 09:45:00,205.6,-0.2039,0.0000,1.76,23.665,23.424,0.0454,19.222,83.900,16.5,4.285
1081,2013-08-20 09:50:00,240.6,-0.2039,0.0000,1.76,23.665,23.472,0.0454,19.722,83.100,16.8,4.291
1082,2013-08-20 09:55:00,209.4,-0.2039,0.0000,1.76,23.713,23.497,0.0454,19.984,82.600,17.0,4.291
1083,2013-08-20 10:00:00,228.1,-0.2039,0.0000,1.76,23.713,23.521,0.0454,19.651,82.600,16.6,4.291
1084,2013-08-20 10:05:00,256.9,-0.2039,0.0000,1.76,23.761,23.569,0.0454,20.007,82.100,16.9,4.297
1085,2013-08-20 10:10:00,293.1,-0.2039,0.0000,1.76,23.785,23.617,0.0454,19.746,81.500,16.5,4.321
1086,2013-08-20 10:15:00,681.9,-0.2039,0.0000,1.76,23.809,23.641,0.0454,20.103,80.800,16.7,4.393
1087,2013-08-20 10:20:00,531.9,-0.2039,0.0000,1.76,23.833,23.689,0.0454,20.793,79.300,17.1,4.363
1088,2013-08-20 10:25:00,651.9,-0.2039,0.0000,1.76,23.857,23.713,0.0462,20.603,78.600,16.8,4.369
1089,2013-08-20 10:30:00,675.6,-0.2039,0.0000,1.76,23.905,23.761,0.0454,20.984,77.200,16.9,4.321
1090,2013-08-20 10:35:00,681.9,-0.2039,0.0000,1.76,23.930,23.809,0.0454,21.246,74.100,16.5,4.351
1091,2013-08-20 10:40:00,688.1,-0.2039,0.0000,1.76,23.954,23.857,0.0454,21.915,76.700,17.7,4.375
1092,2013-08-20 10:45:00,684.4,-0.2039,0.0000,1.76,24.002,23.881,0.0462,22.298,73.100,17.3,4.369
1093,2013-08-20 10:50:00,713.1,-0.2039,0.0000,1.76,24.002,23.905,0.0462,22.345,73.500,17.4,4.369
1094,2013-08-20 10:55:00,704.4,-0.2039,0.0000,2.35,24.050,23.930,0.0462,22.705,72.500,17.5,4.291
1095,2013-08-20 11:00:00,723.1,-0.2039,0.0000,2.35,24.050,23.954,0.0462,22.872,72.300,17.6,4.369
1096,2013-08-20 11:05:00,738.1,-0.2039,0.0000,2.94,24.098,23.978,0.0462,22.944,70.200,17.2,4.369
1097,2013-08-20 11:10:00,726.9,-0.2039,0.0000,2.94,24.098,24.002,0.0454,23.136,71.300,17.7,4.369
1098,2013-08-20 11:15:00,753.1,-0.2039,0.0000,2.94,24.122,24.026,0.0462,22.657,69.500,16.8,4.291
1099,2013-08-20 11:20:00,760.6,-0.2039,0.0000,2.94,24.146,24.074,0.0462,23.328,70.900,17.8,4.363
1100,2013-08-20 11:25:00,766.9,-0.2039,0.0000,2.35,24.195,24.146,0.0462,22.274,70.300,16.6,4.363
1101,2013-08-20 11:30:00,775.6,-0.2039,0.0000,2.94,24.267,24.291,0.0462,22.896,69.500,17.0,4.363
1102,2013-08-20 11:35:00,776.9,-0.2039,0.0000,2.94,24.388,24.484,0.0470,23.160,68.900,17.2,4.315
1103,2013-08-20 11:40:00,788.1,-0.2039,0.0000,2.35,24.557,24.750,0.0470,23.136,67.300,16.8,4.351
1104,2013-08-20 11:45:00,796.9,-0.2039,0.0000,2.94,24.774,25.040,0.0474,23.809,68.100,17.6,4.363
1105,2013-08-20 11:50:00,804.4,-0.2039,0.0000,2.94,25.016,25.355,0.0474,24.653,65.600,17.8,4.363
1106,2013-08-20 11:55:00,805.6,-0.2039,0.0000,2.94,25.258,25.695,0.0474,24.388,65.600,17.6,4.351
1107,2013-08-20 12:00:00,814.4,-0.2039,0.0000,2.35,25.550,26.036,0.0490,23.713,63.700,16.4,4.303
1108,2013-08-20 12:05:00,816.9,-0.2039,0.0000,2.94,25.817,26.378,0.0490,24.267,65.200,17.3,4.339
1109,2013-08-20 12:10:00,820.6,-0.2039,0.0000,2.94,26.109,26.720,0.0494,24.291,64.900,17.3,4.339
1110,2013-08-20 12:15:00,823.1,-0.2039,0.0000,2.94,26.378,27.014,0.0494,23.761,65.100,16.8,4.333
1111,2013-08-20 12:20:00,828.1,-0.2039,0.0000,2.94,26.671,27.333,0.0501,25.113,63.800,17.8,4.327
1112,2013-08-20 12:25:00,830.6,-0.2039,0.0000,2.94,26.916,27.604,0.0501,25.890,62.500,18.2,4.315
1113,2013-08-20 12:30:00,830.6,-0.2039,0.0000,2.94,27.161,27.850,0.0509,25.987,61.000,17.9,4.297
1114,2013-08-20 12:35:00,833.1,-0.2039,0.0000,2.94,27.382,28.097,0.0509,25.501,60.000,17.2,4.291
1115,2013-08-20 12:40:00,834.4,-0.2039,0.0000,2.94,27.604,28.320,0.0517,25.598,60.400,17.4,4.285
1116,2013-08-20 12:45:00,834.4,-0.2039,0.0000,2.94,27.801,28.493,0.0517,25.866,60.100,17.6,4.285
1117,2013-08-20 12:50:00,829.4,-0.2039,0.0000,2.94,27.974,28.642,0.0517,25.963,57.300,16.9,4.285
1118,2013-08-20 12:55:00,831.9,-0.2039,0.0000,2.94,28.097,28.742,0.0521,25.720,60.800,17.6,4.297
1119,2013-08-20 13:00:00,828.1,-0.2039,0.0000,2.94,28.245,28.841,0.0521,26.744,57.900,17.8,4.309
1120,2013-08-20 13:05:00,828.1,-0.2039,0.0000,2.94,28.320,28.891,0.0521,26.280,57.600,17.3,4.303
1121,2013-08-20 13:10:00,820.6,-0.2039,0.0000,2.94,28.369,28.891,0.0521,26.256,58.400,17.5,4.291
1122,2013-08-20 13:15:00,821.9,-0.2039,0.0000,2.94,28.419,28.916,0.0521,25.914,59.200,17.4,4.285
1123,2013-08-20 13:20:00,819.4,-0.2039,0.0000,2.35,28.444,28.916,0.0521,25.283,59.600,16.9,4.279
1124,2013-08-20 13:25:00,810.6,-0.2039,0.0000,2.94,28.444,28.891,0.0521,26.622,57.400,17.5,4.273
1125,2013-08-20 13:30:00,805.6,-0.2039,0.0000,2.35,28.444,28.891,0.0521,26.329,58.000,17.4,4.273
1126,2013-08-20 13:35:00,805.6,-0.2039,0.0000,2.35,28.444,28.891,0.0521,25.671,57.600,16.7,4.273
1127,2013-08-20 13:40:00,798.1,-0.2039,0.0000,2.35,28.468,28.866,0.0521,26.134,57.400,17.1,4.273
1128,2013-08-20 13:45:00,788.1,-0.2039,0.0000,2.35,28.468,28.866,0.0521,26.744,55.100,17.0,4.273
1129,2013-08-20 13:50:00,785.6,-0.2039,0.0000,2.35,28.468,28.841,0.0521,26.353,56.500,17.0,4.273
1130,2013-08-20 13:55:00,780.6,-0.2039,0.0000,2.94,28.493,28.841,0.0521,27.112,55.500,17.5,4.285
1131,2013-08-20 14:00:00,774.4,-0.2039,0.0000,2.35,28.493,28.841,0.0521,27.186,53.600,17.0,4.291
1132,2013-08-20 14:05:00,766.9,-0.2039,0.0000,2.35,28.493,28.841,0.0521,26.916,55.200,17.2,4.297
1133,2013-08-20 14:10:00,760.6,-0.2039,0.0000,2.35,28.493,28.841,0.0521,26.622,54.700,16.8,4.303
1134,2013-08-20 14:15:00,755.6,-0.2039,0.0000,2.35,28.543,28.866,0.0521,25.428,56.900,16.3,4.315
1135,2013-08-20 14:20:00,746.9,-0.2039,0.0000,2.35,28.568,28.916,0.0521,26.109,56.600,16.8,4.321
1136,2013-08-20 14:25:00,739.4,-0.2039,0.0000,2.35,28.617,28.965,0.0521,26.769,55.500,17.1,4.321
1137,2013-08-20 14:30:00,729.4,-0.2039,0.0000,2.35,28.667,29.040,0.0521,25.841,56.200,16.5,4.327
1138,2013-08-20 14:35:00,726.9,-0.2039,0.0000,2.35,28.717,29.140,0.0528,26.842,56.000,17.3,4.333
1139,2013-08-20 14:40:00,715.6,-0.2039,0.0000,1.76,28.791,29.190,0.0528,25.258,57.600,16.3,4.339
1140,2013-08-20 14:45:00,708.1,-0.2039,0.0000,2.35,28.841,29.265,0.0528,26.475,56.200,17.1,4.339
1141,2013-08-20 14:50:00,698.1,-0.2039,0.0000,2.35,28.866,29.290,0.0528,26.158,56.800,16.9,4.339
1142,2013-08-20 14:55:00,690.6,-0.2039,0.0000,1.76,28.891,29.315,0.0528,25.841,56.900,16.7,4.339
1143,2013-08-20 15:00:00,679.4,-0.2039,0.0000,1.76,28.891,29.315,0.0528,25.987,57.500,17.0,4.339
1144,2013-08-20 15:05:00,670.6,-0.2039,0.0000,1.76,28.891,29.315,0.0528,25.598,57.200,16.5,4.339
1145,2013-08-20 15:10:00,658.1,-0.2039,0.0000,1.76,28.891,29.315,0.0528,26.109,57.800,17.2,4.339
1146,2013-08-20 15:15:00,648.1,-0.2039,0.0000,2.35,28.941,29.340,0.0528,26.769,56.600,17.4,4.339
1147,2013-08-20 15:20:00,638.1,-0.2039,0.0000,2.35,28.990,29.365,0.0528,27.259,54.900,17.4,4.339
1148,2013-08-20 15:25:00,626.9,-0.2039,0.0000,1.76,29.040,29.414,0.0528,26.402,55.500,16.8,4.339
1149,2013-08-20 15:30:00,615.6,-0.2039,0.0000,1.76,29.090,29.490,0.0528,26.231,57.300,17.1,4.339
1150,2013-08-20 15:35:00,605.6,-0.2039,0.0000,1.76,29.165,29.565,0.0528,27.259,54.800,17.4,4.339
1151,2013-08-20 15:40:00,594.4,-0.2039,0.0000,1.76,29.265,29.640,0.0528,26.061,56.000,16.6,4.339
1152,2013-08-20 15:45:00,583.1,-0.2039,0.0000,1.76,29.340,29.715,0.0528,26.353,56.900,17.1,4.339
1153,2013-08-20 15:50:00,574.4,-0.2039,0.0000,1.76,29.389,29.815,0.0528,26.524,56.100,17.1,4.339
1154,2013-08-20 15:55:00,578.1,-0.2039,0.0000,2.35,29.490,29.941,0.0528,27.112,55.100,17.3,4.339
1155,2013-08-20 16:00:00,601.9,-0.2039,0.0000,1.76,29.590,30.091,0.0528,26.549,55.900,17.0,4.339
1156,2013-08-20 16:05:00,594.4,-0.2039,0.0000,1.76,29.690,30.243,0.0528,27.112,54.500,17.2,4.339
1157,2013-08-20 16:10:00,241.9,-0.2039,0.0000,1.76,29.815,30.369,0.0536,26.598,55.600,17.0,4.327
1158,2013-08-20 16:15:00,536.9,-0.2039,0.0000,1.76,29.916,30.495,0.0536,25.817,57.300,16.8,4.333
1159,2013-08-20 16:20:00,495.6,-0.2039,0.0000,1.76,30.041,30.646,0.0536,24.944,59.600,16.6,4.333
1160,2013-08-20 16:25:00,478.1,-0.2039,0.0000,1.76,30.167,30.773,0.0536,25.113,59.800,16.8,4.333
1161,2013-08-20 16:30:00,465.6,-0.2039,0.0000,1.76,30.268,30.874,0.0536,25.065,58.700,16.4,4.333
1162,2013-08-20 16:35:00,451.9,-0.2039,0.0000,1.76,30.369,30.950,0.0536,24.798,59.600,16.4,4.333
1163,2013-08-20 16:40:00,338.1,-0.2039,0.0000,1.76,30.444,31.001,0.0536,24.291,61.600,16.5,4.333
1164,2013-08-20 16:45:00,39.4,-0.2039,0.0000,1.18,30.469,30.976,0.0528,23.352,63.300,16.0,4.321
1165,2013-08-20 16:50:00,63.1,-0.2039,0.0000,1.18,30.444,30.925,0.0528,23.016,64.600,16.0,4.309
1166,2013-08-20 16:55:00,39.4,-0.2039,0.0000,1.18,30.419,30.849,0.0528,22.992,65.400,16.2,4.321
1167,2013-08-20 17:00:00,33.1,-0.2039,0.0000,0.59,30.369,30.722,0.0528,22.776,65.300,15.9,4.321
1168,2013-08-20 17:05:00,31.9,-0.2039,0.0000,0.59,30.268,30.596,0.0521,22.633,65.500,15.9,4.309
1169,2013-08-20 17:10:00,30.6,-0.2039,0.0000,1.18,30.167,30.469,0.0528,22.992,64.700,16.0,4.291
1170,2013-08-20 17:15:00,28.1,-0.2039,0.0000,0.59,30.066,30.318,0.0521,22.465,66.300,15.9,4.309
1171,2013-08-20 17:20:00,26.9,-0.2039,0.0000,0.59,29.941,30.142,0.0521,22.058,67.800,15.9,4.291
1172,2013-08-20 17:25:00,25.6,-0.2039,0.0000,1.18,29.815,29.991,0.0521,22.034,67.500,15.8,4.285
1173,2013-08-20 17:30:00,24.4,-0.2039,0.0000,0.59,29.690,29.840,0.0517,22.202,67.600,15.9,4.279
1174,2013-08-20 17:35:00,23.1,-0.2039,0.0000,0.59,29.565,29.690,0.0517,21.843,68.000,15.7,4.279
1175,2013-08-20 17:40:00,23.1,-0.2039,0.0000,1.18,29.439,29.515,0.0517,22.106,68.100,16.0,4.273
1176,2013-08-20 17:45:00,20.6,-0.2039,0.0000,0.59,29.290,29.365,0.0517,21.223,70.300,15.6,4.273
1177,2013-08-20 17:50:00,19.4,-0.2039,0.0000,0.59,29.165,29.215,0.0509,21.294,70.300,15.7,4.273
1178,2013-08-20 17:55:00,19.4,-0.2039,0.0000,0.59,29.040,29.090,0.0509,21.342,69.800,15.6,4.273
1179,2013-08-20 18:00:00,18.1,-0.2039,0.0000,0.59,28.941,28.941,0.0501,21.437,70.100,15.8,4.273
1180,2013-08-20 18:05:00,16.9,-0.2039,0.0000,0.59,28.791,28.791,0.0509,21.103,70.600,15.6,4.273
1181,2013-08-20 18:10:00,16.9,-0.2039,0.0000,0.59,28.692,28.642,0.0501,20.460,72.600,15.4,4.273
1182,2013-08-20 18:15:00,16.9,-0.2039,0.0000,0.59,28.568,28.518,0.0501,20.555,73.200,15.6,4.273
1183,2013-08-20 18:20:00,15.6,-0.2039,0.0000,0.59,28.444,28.394,0.0494,20.317,73.800,15.5,4.267
1184,2013-08-20 18:25:00,14.4,-0.2039,0.0000,0.59,28.345,28.245,0.0501,20.555,73.200,15.6,4.267
1185,2013-08-20 18:30:00,14.4,-0.2039,0.0000,0.59,28.245,28.147,0.0501,20.460,73.100,15.5,4.267
1186,2013-08-20 18:35:00,13.1,-0.2039,0.0000,0.59,28.097,28.023,0.0494,20.317,73.700,15.5,4.267
1187,2013-08-20 18:40:00,11.9,-0.2039,0.0000,0.59,28.023,27.899,0.0494,20.174,73.900,15.4,4.267
1188,2013-08-20 18:45:00,11.9,-0.2039,0.0000,0.59,27.899,27.776,0.0494,20.293,73.700,15.5,4.267
1189,2013-08-20 18:50:00,10.6,-0.2039,0.0000,0.59,27.825,27.677,0.0494,20.341,73.700,15.5,4.267
1190,2013-08-20 18:55:00,9.4,-0.2039,0.0000,0.59,27.702,27.554,0.0490,20.269,74.000,15.5,4.267
1191,2013-08-20 19:00:00,8.1,-0.2039,0.0000,0.59,27.628,27.456,0.0490,19.984,74.700,15.4,4.267
1192,2013-08-20 19:05:00,8.1,-0.2039,0.0000,0.59,27.530,27.358,0.0490,19.936,75.000,15.4,4.267
1193,2013-08-20 19:10:00,8.1,-0.2039,0.0000,0.59,27.456,27.259,0.0490,19.722,75.300,15.2,4.267
1194,2013-08-20 19:15:00,5.6,-0.2039,0.0000,0.59,27.358,27.161,0.0490,19.651,75.800,15.3,4.267
1195,2013-08-20 19:20:00,5.6,-0.2039,0.0000,0.59,27.284,27.063,0.0490,19.389,76.500,15.2,4.267
1196,2013-08-20 19:25:00,3.1,-0.2039,0.0000,0.59,27.186,26.965,0.0490,19.294,77.000,15.2,4.267
1197,2013-08-20 19:30:00,1.9,-0.2039,0.0000,0.59,27.112,26.867,0.0490,19.270,77.200,15.2,4.267
1198,2013-08-20 19:35:00,0.6,-0.2039,0.0000,0.59,27.038,26.793,0.0482,19.199,77.100,15.1,4.267
1199,2013-08-20 19:40:00,0.6,-0.2039,0.0000,0.59,26.965,26.720,0.0482,18.961,77.900,15.0,4.267
1200,2013-08-20 19:45:00,0.6,-0.2039,0.0000,0.59,26.867,26.622,0.0482,18.985,78.100,15.1,4.267
1201,2013-08-20 19:50:00,0.6,-0.2039,0.0000,1.18,26.818,26.524,0.0482,18.771,79.100,15.1,4.267
1202,2013-08-20 19:55:00,0.6,-0.2039,0.0000,0.59,26.720,26.451,0.0482,18.557,80.400,15.1,4.267
1203,2013-08-20 20:00:00,0.6,-0.2039,0.0000,0.59,26.671,26.378,0.0482,18.580,80.700,15.2,4.267
1204,2013-08-20 20:05:00,0.6,-0.2039,0.0000,0.59,26.598,26.304,0.0474,18.628,80.200,15.2,4.267
1205,2013-08-20 20:10:00,0.6,-0.2039,0.0000,0.59,26.524,26.231,0.0474,18.438,80.900,15.1,4.267
1206,2013-08-20 20:15:00,0.6,-0.2039,0.0000,0.59,26.451,26.158,0.0474,18.366,81.400,15.1,4.267
1207,2013-08-20 20:20:00,0.6,-0.2039,0.0000,1.18,26.378,26.085,0.0474,18.295,81.300,15.1,4.267
1208,2013-08-20 20:25:00,0.6,-0.2039,0.0000,0.59,26.329,26.012,0.0474,18.271,82.000,15.2,4.267
1209,2013-08-20 20:30:00,0.6,-0.2039,0.0000,0.59,26.256,25.939,0.0474,18.319,81.800,15.2,4.267
1210,2013-08-20 20:35:00,0.6,-0.2039,0.0000,0.59,26.207,25.866,0.0474,18.271,81.900,15.1,4.267
1211,2013-08-20 20:40:00,0.6,-0.2039,0.0000,1.18,26.134,25.793,0.0474,18.224,82.100,15.1,4.267
1212,2013-08-20 20:45:00,0.6,-0.2039,0.0000,1.18,26.085,25.744,0.0474,18.200,82.500,15.2,4.267
1213,2013-08-20 20:50:00,0.6,-0.2039,0.0000,0.59,26.012,25.671,0.0474,18.200,82.500,15.2,4.267
1214,2013-08-20 20:55:00,0.6,-0.2039,0.0000,1.18,25.963,25.623,0.0474,18.200,82.300,15.2,4.267
1215,2013-08-20 21:00:00,0.6,-0.2039,0.0000,1.18,25.914,25.550,0.0470,18.176,82.600,15.2,4.267
1216,2013-08-20 21:05:00,0.6,-0.2039,0.0000,1.18,25.841,25.501,0.0470,18.176,82.300,15.1,4.267
1217,2013-08-20 21:10:00,0.6,-0.2039,0.0000,1.18,25.793,25.428,0.0470,18.152,82.700,15.2,4.267
1218,2013-08-20 21:15:00,0.6,-0.2039,0.0000,1.18,25.744,25.380,0.0470,18.129,82.700,15.2,4.267
1219,2013-08-20 21:20:00,0.6,-0.2039,0.0000,1.18,25.695,25.331,0.0470,18.152,83.000,15.2,4.267
1220,2013-08-20 21:25:00,0.6,-0.2039,0.0000,1.18,25.647,25.283,0.0470,18.152,83.100,15.3,4.261
1221,2013-08-20 21:30:00,0.6,-0.2039,0.0000,1.18,25.598,25.210,0.0470,18.152,83.000,15.2,4.267
1222,2013-08-20 21:35:00,0.6,-0.2039,0.0000,1.18,25.550,25.162,0.0470,18.129,83.100,15.2,4.261
