,TOTAL:,Site number,SampleDateStart,SamplingDurationDays,textdate,Aenigmatias,Anevrina,Apocephalus aquilonius,Apocephalus grandipalpis group,Beckerina brown (sp2),Beckerina yellow (sp1),Chonocephalus bentacaisei,Conicera aldrichi,Conicera similis,Conicera tibialis,Diplonevra,Dohrniphora cornuta,Gymnophora,M. agarici,M. albicaudata,M. arizonensis,M. armstrongorum,M. atrox,M. barberi,M. basispinata,M. berndseni,big yellow bernd,M. bradyi,M. brejchaorum,M. carthayensis,M. cavifemur,M. ciancii,M. creasoni,M. cup,M. dark volcano,M. defibaughorum,M. donahuei,M. francoae,M. fujiokai,M. fuzzball2,M. dark/light,M. glabrifrons,M. globipyga,M. halterata,M. hansonix,M. hardingorum,M. heini,M. hentschkeae,M. hirticaudata,M. hoffmanorum,M. hoggorum,M. hoguei,M. ilca,M. isaacmajorum,M. kelleri,M. large cleft,M. largifrontalis,M. lombardorum,M. marquezi,M. mikejohnsoni,M. modesta?,M. nigra,M. nose,M. not-a-nota,M. oxboroughae,M. pisanoi,M. pleuralis,M. renwickorum,M. rodriguezorum,M. ruficornis,M. rufipes,M. sacatelensis,M. scalaris,M. scutellaris,M. seaverorum,M. sidneyae,M. sordida,M. steptoeae,M. stoakesi,M. sulphurizona,M. tecticauda,M. trouble 2,M. trouble 3,M. truncate (none),M. truncate (short),M wiegmanae,Metopina sp.,Metopina group,Microselia sp.,Myriophora alexandiae,Phalacrotophora halictorum,Phora coangustata,Phora cristipes,Phora sp1,Phora sp2,Pseudacteon amuletum,Pseudacteon californiensis,Pseudacteon crawfordi,Pseudacteon long setae,Puliciphora occidentalis,Spiniphora bergenstammi,Triphleba,Trophodeinus arizonensis,Trophodeinus furcatus,Veruanus boreotis,Total
15807,Carthay Site 19,19,2/25/2014,7,"Feb 25- March 4, 2014",0,0,0,0,0,0,3,0,1,1,0,0,0,39,1,1,5,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,17,5,3,0,21,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,143
15770,Johnson Site 22,22,2/25/2014,7,"Feb 25- March 4, 2014",0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
15751,Louie Site 20,20,2/28/2014,7,"Feb 28- March 7, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
15617,Wiegman Site 18,18,2/1/2014,9,"Feb. 1-10, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,116,3,0,3,1,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,81,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
15566,Louie Site 20,20,2/1/2014,6,"Feb. 1-7, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
15634,Steptoe Site 10,10,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
15600,Oxborough Site 12,12,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,5,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42
15676,Hoffman Site 13,13,2/1/2014,7,"Feb. 1-8, 2014",0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,9,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,40,0,0,9,1,0,13,0,2,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104
15640,Harding Site 14,14,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
15682,Defibaugh Site 15,15,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,31,0,0,0,0,1,5,0,1,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
15670,Armstrong Site 17,17,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
15664,Cianci Site 21,21,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
15651,Hogue Site 24,24,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,5,0,0,0,0,0,0,24,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
15689,Marquez Site 25,25,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,8,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
15606,Lombard Site 26,26,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2,3,1,138,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,16,0,0,0,0,6,0,0,2,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
15726,Creason Site 27,27,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
15710,Keller Site 28,28,2/1/2014,7,"Feb. 1-8, 2014",0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,34,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
15703,Brejcha Site 29,29,2/1/2014,7,"Feb. 1-8, 2014",0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,7,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,25,0,0,0,8,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
15763,Franco Site 30,30,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,16,11,0,0,0,57,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
15655,Donahue Site 31,31,2/1/2014,7,"Feb. 1-8, 2014",0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,12,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,6,4,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,109
15583,Pisano Site 4,4,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
15589,Renwick Site 5,5,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,7,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
15572,Koch Site 6,6,2/1/2014,7,"Feb. 1-8, 2014",0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41
15645,Hogg Site 7,7,2/1/2014,7,"Feb. 1-8, 2014",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
15627,Fujioka Site 8,8,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15696,Rodriguez Site 9,9,2/1/2014,7,"Feb. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
15692,Marquez Site 25,25,2/22/2014,7,"Feb. 22- March 1, 2014",0,0,0,0,0,0,15,0,4,2,0,0,0,6,0,0,1,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,0,48,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,128
15801,Hein Site 16,16,2/26/2014,7,"Feb. 26- Mar. 5, 2014",0,0,0,0,0,0,5,0,6,1,0,0,0,16,0,0,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,2,0,0,0,3,30,15,1,0,35,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
15721,Hentschke Site 3,3,2/26/2014,7,"Feb. 26-Mar 5, 2014",0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
15663,Higgins Site 23,23,2/26/2014,7,"Feb. 26-March 5, 2014",0,1,0,0,0,0,1,0,9,4,0,0,0,50,0,2,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,1,0,36,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,145
15644,Nature Garden Site 1,1,2/28/2014,7,"Feb. 28- March 7, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,3,4,4,1,0,16,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
15568,Koch Site 6,6,1/5/2014,4,"Jan 1-5, 2014",0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24
15556,Hentschke Site 3,3,1/2/2014,7,"Jan 2-8, 2014",0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
15577,Johnson Site 22,22,1/28/2014,7,"Jan 28- Feb 4, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
15611,Hein Site 16,16,1/29/2014,7,"Jan 29- Feb 5, 2014",0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,0,0,33,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
15560,Hentschke Site 3,3,1/29/2014,7,"Jan 29- Feb 5, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
15467,Nature Garden Site 1,1,1/3/2014,7,"Jan 3-10, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,10,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
15561,Nature Garden Site 1,1,1/31/2014,7,"Jan 31- Feb 9, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
15593,Carthay Site 19,19,1/28/2014,7,"Jan. 28- Feb. 4, 2014",0,0,0,0,0,0,2,0,2,0,0,0,0,12,1,4,8,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,2,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
15621,Ralph Site 11,11,1/28/2014,11,"Jan. 28- Feb. 8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
15659,Higgins Site 23,23,1/29/2014,7,"Jan. 29- Feb. 5, 2014",0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
15562,Louie Site 20,20,1/3/2014,7,"Jan. 3-10, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
16334,Carthay Site 19,19,7/1/2014,7,"July 1-8, 2014",0,0,0,0,0,4,16,0,1,0,0,3,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,32,0,0,13,0,1,0,0,0,1,0,0,0,0,1,0,70,0,36,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,236
16298,Johnson Site 22,22,7/1/2014,7,"July 1-8, 2014",0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
16355,Higgins Site 23,23,7/1/2014,7,"July 2-16, 2014",0,0,0,0,0,7,0,0,1,0,0,1,0,69,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,22,0,0,44,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,208
16341,Hein Site 16,16,7/1/2014,7,"July 2-9, 2014",0,0,0,0,0,23,6,0,15,0,0,1,0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,7,0,7,0,0,0,0,5,13,0,1,0,0,0,0,0,1,0,1,0,0,7,39,0,0,20,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,4,0,35,0,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,309
16251,Hentschke Site 3,3,7/1/2014,7,"July 2-9, 2014",0,0,0,0,0,10,0,0,0,1,0,9,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,13,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,115
16338,Carthay Site 19,19,7/29/2014,7,"July 29- Aug 5, 2014",0,0,0,0,0,1,13,0,0,0,0,1,0,56,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,11,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,74,0,15,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,241
16302,Johnson Site 22,22,7/29/2014,7,"July 29- Aug 5, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
16239,Franco Site 30,30,7/3/2014,5,"July 3-8, 2014",0,0,0,0,0,3,1,0,0,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,29,0,0,0,0,0,0,17,3,0,0,9,0,0,2,4,3,0,0,0,0,0,0,0,0,13,0,11,0,20,1,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
16345,Hein Site 16,16,7/30/2014,7,"July 30- Aug 6, 2014",0,0,0,0,0,5,2,0,8,1,0,1,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,9,6,0,0,3,0,0,17,0,0,0,0,0,1,0,0,0,0,2,0,7,0,34,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,159
16358,Higgins Site 23,23,7/30/2014,7,"July 30- Aug 6, 2014",0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56
16397,Hentschke Site 3,3,7/30/2014,7,"July 30- Aug 6, 2014",0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
16161,Ralph Site 11,11,6/1/2014,5,"June 1-6, 2014",0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
